,A,B,C,D
0,0.8229865010828021,-0.27366954350881423,2.161438614804772,2.0966560445916165
1,5.671704764513237,0.06935105292314186,1.1090747240234076,6.602353711590095
2,-3.506486422550241,1.084048111192785,-0.6877176036452087,-4.590534533743026
3,2.6888137217153814,-0.28531540391850985,0.6533820110916204,2.9741291256338913
4,2.9202136040986946,-0.04129361503709539,2.202234376926688,3.96150721913579
5,1.7287520814920316,-0.21795717409237414,-1.5860848470930022,1.9467092555844059
6,0.7404610411939438,0.7734204189590935,-0.15678465299310973,-0.03295937776514968
7,4.3489950433441855,-0.16589592146514465,1.011683372283911,4.5148909648093305
8,3.0065707079330255,0.5159541644272346,2.024994966955675,2.4906165435057908
9,0.4261943628329298,1.3887053926715414,-0.7739710257627433,0.0374889701613883
10,2.1650587409638713,-0.24410562134321906,1.6881449407442368,3.40916436230709
11,2.510708320236614,-0.06116516109250736,1.3106383334273242,2.571873481329121
12,0.21564546556223024,1.6768142329814468,-0.32151065490709424,-0.46116876741921664
13,2.3542679216147473,0.035840957146647034,0.7755025412221921,3.3184269644681
14,1.323464542918457,0.4871501309959481,0.21061787545708102,0.836314411922509
15,0.37922278014390787,-0.5983198768850819,-1.2021465186597766,2.97754265702899
16,1.236050108601202,1.0230258848211493,-0.01948316459819503,0.2130242237800526
17,4.278737292783157,0.5846041741226702,0.42478626796474295,3.694133118660487
18,1.679140312952815,-0.513261062244081,1.2777135327871376,2.192401375196896
19,1.4402820916356365,-0.09673466035615613,0.3230338919528553,2.5370167519917928
20,4.401820839075443,-0.5812899627995908,1.1433956128651763,4.983110801875034
21,1.048562390904086,-0.2082021846469635,0.02024629649148002,1.2567645755510495
22,1.0294702464082979,1.1548880538864703,0.2998053168853296,-0.12541780747817244
23,0.3366894266931624,0.24825965432199604,-0.6738925850403314,1.0884297723711662
24,-3.516004976179812,-0.21322861887642985,-1.250222244288592,-3.302776357303382
25,-1.9356861437660489,-0.08587207155185878,-0.17062174570509436,0.15018592778580991
26,0.31734792549029833,-0.02609053031237385,0.46433049107719204,0.3434384558026722
27,2.8303257044261567,-0.05770329289268461,1.331661751018321,4.888028997318841
28,2.180325670948737,0.5253859159081642,0.9427830351505001,3.654939755040572
29,1.14453095405958,0.7780601882384178,0.19717295697019768,2.3664707658211626
30,0.9394791067359999,0.6171969981931331,-0.13673316923332904,0.32228210854286676
31,-0.16086735026370133,-0.21316464953687553,-0.21748181741135628,1.052297299273174
32,2.4223829349503467,-0.6638052103614094,1.9584975779435838,4.086188145311756
33,1.328315254018389,0.39794282260412095,0.3705261956236208,0.930372431414268
34,2.7266570096793243,-0.6828996308928482,1.9726903906576707,4.4095566405721724
35,0.7630247903572107,-0.10841207835428257,-0.9726576682727117,1.8714368687114933
36,1.160572924539404,-0.4710052917948563,-1.82966751647838,3.6315782163342605
37,3.2318681066056105,-0.3176926179823719,0.6789201008045794,3.5495607245879826
38,2.294921115476204,-0.16483634051718898,2.236214680581127,2.459757455993393
39,3.9178860095453354,0.7235229244412094,1.2080696222230356,3.194363085104126
40,-1.3406503219567323,0.770060889654831,-2.2656126586198293,-0.11071121161156328
41,0.7478339543316677,-0.1570107482277988,1.6474619057933797,1.9048447025594664
42,0.21161314089770766,-0.30714457492754677,-0.37943934705874105,0.5187577158252544
43,3.6307479588039167,-0.42754166802196636,1.4548376571773807,4.058289626825883
44,-1.262094395155314,-0.24552030267883146,0.4980496100286329,-1.0165740924764826
45,3.72090379370131,-0.11699953903747695,1.9459152587680912,3.8379033327387866
46,-0.18132681583943477,-0.6787641179809925,0.653633387888823,1.4974373021415577
47,2.7162811189107847,0.7782113853364618,-0.295005405810475,1.9380697335743229
48,1.665260376852768,1.3974348331130964,0.5946036945084517,1.2678255437396717
49,2.2556953409106937,-0.12468093982803619,0.21944530146274155,3.38037628073873
50,2.412935833563715,-0.4217458681721167,1.0494286628261011,2.834681701735832
51,0.18259944958853414,1.2382644881075842,-0.320184402026785,-0.055665038519050025
52,1.4399697616932547,-0.31627370562984436,-0.7787425864465974,1.756243467323099
53,1.6464272932026576,0.0344594721203606,-0.9347050818604166,1.611967821082297
54,3.113051986801344,-0.5558776174918705,-0.1789587426341123,4.668929604293215
55,3.3984157428618618,1.183486705589552,2.5329825056577135,4.214929037272309
56,-1.3058904222740129,-0.51598952846565,0.3264622339844522,1.2100991061916373
57,1.4031116034044981,-0.32580619265620603,1.4031344250107718,1.728917796060704
58,4.835737495350812,-0.7890522998310481,-0.0709434726369454,5.62478979518186
59,-2.806856131853281,-0.2510291800593978,-0.9421804360434554,-2.5558269517938834
60,-0.3311610056146991,0.6451117699145441,-0.40118584754618103,0.023727224470756814
61,2.6794103113604333,0.31940177853048946,1.891188982007845,2.360008532829944
62,1.354296768041582,0.027528943315116572,-0.2770023134716769,2.3267678247264656
63,-6.581026223903463,-0.3639000388962059,-1.383202035650669,-5.217126185007258
64,3.8223145725895495,-0.10922187308987497,1.6683628450823063,4.931536445679424
65,-0.6637587118829991,-0.26042428994024563,1.7251392295968657,-0.40333442194275343
66,-0.5414723468639584,0.0783988053874981,-1.049348278490999,0.3801288477485435
67,0.13457751544585006,0.6546571750477133,-0.7586689320790587,-0.5200796596018632
68,1.6033106633677043,0.3367172213078203,0.9918783213588565,2.266593442059884
69,1.3702863304025956,1.3580824858312721,-0.9343304673568827,1.0122038445713235
70,0.4655696015264236,0.04492900495212093,-0.03302989348978295,0.4206405965743027
71,2.2703528153012664,-0.4325539859866425,1.2109744111084373,2.702906801287909
72,1.6206303280031689,0.05802893749947219,0.3456294241772796,2.562601390503697
73,0.5150066294753513,-0.1268605971413136,-0.6765727830561394,0.6418672266166648
74,1.2625232473335126,0.5400884468265563,0.36232427797491973,1.7224348005069563
75,2.1281154385572854,-0.49745754605192843,1.4001419588247224,2.6255729846092137
76,0.5849329831326266,0.7133528895413703,1.2835059234683874,-0.12841990640874368
77,2.789985078356427,0.5132320118675372,1.804010320348421,2.2767530664888898
