,A,B,C,D,E,F
0,0.980703872102043,0.18413621847516107,1.9759093488956094,-2.0,0.024090651104390532,-0.1967663892650211
1,0.27261866659263934,0.18425754339968786,0.9960200317966689,-2.0,0.003979968203331105,-1.2946825796916501
2,2.878972005967774,1.558688809143416,-2.44709531941075,-2.0,0.44709531941074987,-0.4970941238464756
3,0.882476346803875,-0.007372972119845341,0.013066793589448194,-2.0,-0.013066793589448194,-0.4896950247905576
4,2.7668213435130733,0.6229529646947557,-1.880349031824596,-2.0,-0.11965096817540417,-0.6969221863255257
5,0.9864911487019488,-0.04872414270184694,-0.2446371879654935,-2.0,-0.7553628120345065,0.164556228598136
6,0.9517866813709345,0.008198759297364676,-0.016433609497245486,-2.0,0.016433609497245486,-0.31178774470435333
7,0.8203350765233544,0.6574561098504614,1.7965494979258365,-2.0,0.2034505020741634,0.6087996362243232
8,-0.3405093943588671,-0.018166417532530527,0.05605774504810091,-2.0,-0.05605774504810091,-1.918254941136793
9,1.5204696179580073,-2.3450783728936546,-2.180147445574869,-2.0,0.18014744557486892,-2.070915799154726
10,0.9930110470723993,-0.3027141640440414,-2.4146501343400066,-2.0,0.4146501343400068,-0.11829716010672242
11,0.4256683383807624,4.585117649084597,1.984987378494527,-2.0,0.015012621505472837,-1.1310959753923142
12,0.9278582290125552,0.6416375535386625,-1.1454775230309473,-2.0,0.1454775230309473,-0.3821681854251707
13,2.5028155262113803,1.003639590590186,-2.0453313412670067,-2.0,0.045331341267006754,1.0439433988964708
14,2.185511618211602,1.3478491066871845,-1.0287203592345033,-2.0,0.028720359234503445,-1.384203834309956
15,0.9303924060111693,-0.1590583312248665,-1.8788865446341223,-2.0,-0.12111345536587764,-0.37531443773078144
16,0.9996328925580626,0.02369149191439104,-0.3555573730022369,-2.0,-0.6444426269977631,-0.027097228841664947
17,2.9041730066202893,1.0695644825419957,-2.2403926719613536,-2.0,0.24039267196135372,0.441356587739518
18,0.6111364626355699,-0.8444461756689504,0.9276770701377209,-2.0,0.07232292986227902,-0.9133007421097289
19,2.8977074210850056,-0.35104897731740453,-1.9826064426454149,-2.0,-0.017393557354585087,-0.45625811999971155
20,2.7223293308142695,3.9903087003917093,-2.339602285956738,-2.0,0.339602285956738,0.7636316268304767
21,0.4381496408182523,-4.3998847100518255,1.7901177292560937,-2.0,0.20988227074390622,1.1172571544420016
22,0.9841421190059986,0.02715472967593502,-0.13127120361566,-2.0,0.13127120361566,0.17832538352056282
23,2.949529053213306,-0.6919436354240545,1.0973902851202921,-2.0,0.9026097148797079,-0.3190652220034541
24,0.13876514334808712,1.8621654827466316,-0.9723142986592365,-2.0,-0.027685701340763588,-1.4315819415666247
25,2.9551013714804184,0.8705923809221492,-2.12183978309806,-2.0,0.12183978309806004,-0.3007945855512961
26,0.936902929632544,0.713428338452397,-2.0373338841180875,-2.0,0.037333884118087475,0.3571330472005054
27,2.943080386357409,0.6672366009790539,-1.8166177560326702,-2.0,-0.1833822439673298,-0.33902193574251654
28,2.949273792414045,-1.8176604511602406,-2.274472030305109,-2.0,0.27447203030510875,0.3198779864032312
29,2.0773452189795862,0.9885941335849973,-1.9815595731046036,-2.0,-0.018440426895396406,-1.4933737826422966
30,2.602180251554232,0.039723682460115636,-1.8569485582110588,-2.0,-0.1430514417889413,-0.9245671092099355
31,2.4390302073998567,-0.3408946723203389,-1.0196830421021192,-2.0,0.019683042102119224,1.1162773179252676
32,0.9494467035582888,-0.5475225547442135,-2.313222407317785,-2.0,0.31322240731778506,-0.3193276461206864
33,0.9643711077483776,-0.04505506056169037,-0.2139182843190298,-2.0,0.2139182843190298,-0.26774052871925735
34,0.9710552310295738,0.6360763007071268,1.5587195548240853,-2.0,0.4412804451759148,-0.2411866088789169
35,0.756465938411187,-1.9265648960813524,2.1589803822728726,-2.0,-0.1589803822728726,-0.7129037205896294
36,2.8563553703142786,0.4764811472223777,1.4134401013999018,-2.0,-0.4134401013999017,-0.5426264534634515
37,2.989981577824749,-0.6060905286438585,1.9370088039371691,-2.0,0.06299119606283092,-0.1416700048753063
38,2.73642687674603,0.031018290837870617,2.0862782907755753,-2.0,-0.08627829077557539,0.7430229090573369
39,2.5510083712710454,-0.19304618481720237,0.8736647149898505,-2.0,0.12633528501014946,-0.9872242160545162
40,-0.5595423145356488,0.04540862392411953,0.031555428039138106,-2.0,-0.031555428039138106,-2.164629798308037
41,2.952027116174912,-0.9985895507788862,-2.6261815366093764,-2.0,0.6261815366093763,0.31100300301202044
42,2.4483109575763757,-1.6801374897559607,1.944612454103187,-2.0,0.055387545896812926,-1.1059214528418417
43,0.9165603024796347,-0.5960828924453131,0.935083584796706,-2.0,0.06491641520329407,-0.41140392273719817
44,0.8921472040699739,0.2836864158756395,-2.2709550929246696,-2.0,0.2709550929246698,0.46872010634258066
45,0.42163972475548334,-0.33639879848293164,-2.305015862081872,-2.0,0.30501586208187204,-1.1355434384473821
46,-0.3316616557376345,-0.8379142903902277,-0.9058717071221339,-2.0,-0.09412829287786602,-1.9088607088813268
47,2.8884445453686043,0.0004887405236680071,0.05664855689581749,-2.0,-0.05664855689581749,-0.47685126106552816
48,0.910360514588887,-1.0688655112803527,-0.8687889151447257,-2.0,-0.1312110848552743,-0.4266419028339261
49,2.704431675975045,0.23590911322130093,1.9922973586724155,-2.0,0.00770264132758453,0.7891742131743367
50,2.9304667738436585,-0.3092848817919167,1.4107216422033844,-2.0,0.5892783577966155,0.37511150790879677
51,-0.015574784732876906,2.693951861657237,-2.002732889900464,-2.0,0.002732889900463829,-1.5863717412692804
52,0.8152110448642008,-0.45741833371123164,-1.611300565398615,-2.0,-0.3886994346013851,-0.617702829569843
53,0.9768669930331972,0.7242719173855949,-2.441897472306191,-2.0,0.4418974723061912,0.2155121834992857
54,2.1279622028154366,-0.495930555255638,1.067399230242795,-2.0,-0.067399230242795,-1.4424823096487192
55,-0.277777648985185,-2.7901431833633015,1.0448425034929505,-2.0,-0.04484250349295046,-1.852276265956921
56,2.7819896955989196,-0.8071772193157101,2.637260347587066,-2.0,-0.6372603475870661,-0.6729446312217553
57,0.5106407788665295,2.0219694326621096,-2.1167426870575654,-2.0,0.11674268705756553,-1.0348664312284113
58,-0.5501926634372096,-1.666672115414188,-1.094248851728709,-2.0,0.09424885172870907,-2.153391271357143
59,-0.3391494967411386,0.4321026903156927,-1.0058479243010972,-2.0,0.005847924301097087,1.9168089906167967
60,0.6788015241276474,0.45060876290817464,2.1735437835100817,-2.0,-0.17354378351008162,-0.8246670112769481
61,0.5654730070705837,4.799103443485645,-1.9388139680839909,-2.0,-0.06118603191600916,-0.9697896818779238
62,2.911017758388412,0.44462575059642817,-0.8942197423596863,-2.0,-0.10578025764031378,0.42505086667454206
63,0.9923524524785313,-0.1916443866907216,-0.9994508442873842,-2.0,-0.0005491557126158456,-0.12375229247305075
64,0.019327471603749504,0.7589643934861747,-0.9960580209013488,-2.0,-0.003941979098651251,-1.551467651688928
65,0.9805997502060371,-0.22907707020473722,-1.1846452104925063,-2.0,0.18464521049250626,0.19729827486401288
66,0.09652253248921196,0.15917226560690942,-1.001389995610016,-2.0,0.001389995610016108,-1.4741232854848119
67,0.59792969926549,0.6100943983501366,0.9391075801070332,-2.0,0.060892419892966794,0.9298805902451999
