,A,B,C,D,E,F
0,2.3631599077647594,3.813939386299778,4.0,1.7643117742570151,-2.0,-1.1991392124593672
1,2.5909995786898308,2.2210211187585154,2.0,2.2559835030611746,-2.0,-0.9384989085110488
2,0.9290564259675095,0.9355659439667002,1.0,2.574397837350208,-2.0,0.3789423342063578
3,2.779767789405041,0.0,0.0,2.59562415658843,-2.0,0.6765014979335753
4,2.9881374986064557,-0.0,0.0,1.4496589057722775,-2.0,0.1541818992251578
5,0.7477626518345605,-0.2097892166117403,1.0,-0.21674889617468573,-2.0,-0.7261103446387042
6,0.9958374159570501,0.0,0.0,1.2233058856349581,-2.0,-0.09127403906708986
7,-0.15064417928913282,-0.0,0.0,-1.132955238406556,-2.0,-1.7220161827627463
8,-0.7114948324052007,4.909919331348542,4.0,0.4066771590079584,-2.0,-2.3624195475499423
9,-0.9780851718382855,-0.0,0.0,1.2707516830504706,-2.0,-2.9318530887285363
10,-0.09403824892919356,-2.0056585501301405,3.0,2.3389154126920744,-2.0,-1.6649737299129117
11,0.35827081399526,3.6949117380397194,2.0,0.9813796763671606,-2.0,-1.2043812280567041
12,1.54123892798213,-0.34877884418009736,1.0,0.41504728796295304,-2.0,-2.047396712232673
13,1.4791694808044795,-1.9332506518341166,1.0,-0.5978687295039677,-2.0,-2.1186198812031396
14,0.6481200057646442,0.8194448279568356,3.0,0.3670974642999884,-2.0,-0.8656831715023159
15,2.972245961265493,0.0,0.0,2.69960822550619,-2.0,-0.2361498615915283
16,2.9685822423877,1.4037271625374372,2.0,0.03943646324567096,-2.0,-0.2513311065842537
17,-0.6691477437289248,4.78379282672353,1.0,-1.0506177150894302,-2.0,-2.3038576734779967
18,1.4423911147028883,8.909758493635218,4.0,2.3807713324681017,-2.0,-2.1622988297798846
19,0.6855122370344249,1.6716688681566723,4.0,-0.7898325814013217,-2.0,-0.8154892975245372
20,2.9868397210416404,-0.4202364930282478,2.0,-0.7143334953729268,-2.0,0.16241456942059052
21,2.9781710819579335,-0.0,0.0,1.2466094427002261,-2.0,0.2093265417689838
22,2.892134413695998,-0.008216571922220186,4.0,2.460905998101822,-2.0,-0.46874841882419804
23,0.9811790979240911,0.5750687709878672,2.0,1.4761074629793292,-2.0,-0.1943205491511525
24,0.8254384314192662,0.6467842262634838,1.0,2.3011357763914306,-2.0,0.5998178844107941
25,1.7889888046072002,5.077295059054359,1.0,0.66190215026312,-2.0,-1.7834056595528622
26,0.397658585462032,-0.0,0.0,1.0488609611683124,-2.0,-1.1618327535990296
27,-0.38925343980839194,1.6555974054573772,1.0,0.7135696647698714,-2.0,-1.9706172981946815
28,2.8860582336949547,-3.328312835805459,4.0,0.7979086494788865,-2.0,-0.48202450013778064
29,2.335177920337137,0.0,0.0,1.9703558901407572,-2.0,-1.2290022589855807
30,0.5382118571581421,0.0,0.0,2.383381486151483,-2.0,-1.0024823033333914
31,1.0153047037839484,-2.7016082736404545,2.0,-1.1743166339977433,-2.0,-2.9664133003938336
32,2.948170001185649,0.0,0.0,1.9526871616494028,-2.0,-0.32336980933408005
33,2.6647602926092797,0.0,0.0,-0.8579223497676808,-2.0,-0.8436234236809197
34,2.9080838380463234,0.18584685563911466,1.0,2.1433082030532713,-2.0,-0.4321106960218085
35,2.474689594092102,1.6398050101133486,1.0,-1.0758860941297557,-2.0,-1.0761850011905287
36,1.3228817189870843,4.7629885276326425,2.0,1.3481678772135606,-2.0,-2.3146358219151573
37,1.5179506821445672,-0.0,0.0,2.427682083576514,-2.0,-2.0737885574260306
38,0.06058106694421885,-6.119772911431975,3.0,2.258433021564016,-2.0,-1.5101781424350724
39,0.7804485831215286,-0.0,0.0,1.7914398251790082,-2.0,-0.6754133500276771
40,0.08421074023813356,2.0467757000330526,4.0,-0.9114559128798991,-2.0,-1.4864857382378744
41,-0.02861946865153254,-13.232137380560083,4.0,-1.1560693257992325,-2.0,-1.5994197037975306
42,0.9961953994494195,0.2344709334632838,3.0,2.2419079564892375,-2.0,0.08725841505276113
43,2.2001811231556316,5.625379787396965,4.0,1.992215659507203,-2.0,-1.3692535444690401
44,0.918786056943802,-0.0,0.0,0.617790657621552,-2.0,-0.4058021054446257
45,2.7022434879705277,2.1374454653550012,2.0,0.6966922292171408,-2.0,-0.7922524616814606
46,0.8508631513054714,0.0,0.0,1.673420135984005,-2.0,-0.5531703265212715
47,2.451637337118509,0.7246500621632057,1.0,2.407332018500435,-2.0,1.102196673394102
48,-0.07926654002917549,-0.0,0.0,1.7056556821903717,-2.0,-1.650146110118567
49,0.6737776039164903,-0.08908482029236374,4.0,-0.8697449500256349,-2.0,0.8314871440971192
50,2.7097634827183397,-6.368399981666539,3.0,-0.31785632042753953,-2.0,-0.7816339264388955
51,2.379485347179995,0.07391530343749338,1.0,2.4418515255262654,-2.0,-1.1815563563312148
52,0.18058539589533243,-2.4637320880728706,1.0,2.565972496380474,-2.0,1.3892147269461752
53,0.9824126866028383,-0.011994012131875125,2.0,-0.6491975109465302,-2.0,0.18782496540945437
