,A,B,C,D
0,5.955610176606536,0.0,0.9097636296332361,6.955610176606536
1,0.023934566168869242,0.0,-1.7771510588779433,0.023934566168869242
2,-0.8861339729377156,0.0,-0.20444809902410688,-0.8861339729377156
3,1.4443047717010895,0.0,0.4985603952922522,1.4443047717010895
4,0.6134919002348944,0.0,-0.5158543861976277,2.6134919002348944
5,3.8282277325542324,0.0,2.246090432050713,4.828227732554232
6,1.9642193420069245,0.0,1.3316569570131414,1.9642193420069245
7,2.1639433366369856,0.0,1.4320375939649521,2.1639433366369856
8,1.439247359922414,0.0,-0.4585700049730098,2.439247359922414
9,2.1904907790552777,0.0,-0.7888970494345819,2.1904907790552777
10,2.2415360897652707,0.0,1.2346623957252145,2.2415360897652707
11,2.385837698417089,0.0,1.3697146510689764,2.385837698417089
12,-0.9538436888359105,0.0,1.2693532452565246,-0.9538436888359105
13,1.4105908335524657,0.0,0.7479397403859017,2.4105908335524657
14,-1.6469672087973852,0.0,2.1789611009064402,-1.6469672087973852
15,4.726205639070346,0.0,-0.3265670495478011,4.726205639070346
16,1.1795372569458147,0.0,0.5907379061788429,2.1795372569458147
17,0.43245511736635084,0.0,-0.31222446181961655,0.43245511736635084
18,0.0012137873509139863,0.0,0.4138656852853451,0.0012137873509139863
19,1.7393899090356761,0.0,0.488840136938284,3.739389909035676
20,1.2288830826866255,0.0,0.4494246760652088,1.2288830826866255
21,-1.7056040013741338,0.0,-0.29125563399525234,-1.7056040013741338
22,0.7157941640886744,0.0,0.34161864489866367,1.7157941640886745
23,4.378557205634232,0.0,2.5378880739022303,6.378557205634232
24,1.9638826881265965,0.0,0.8320559000110235,2.9638826881265965
25,1.3778970897501666,0.0,-0.178624364316949,1.3778970897501666
26,1.7271109394704647,0.0,0.7311556637456629,3.7271109394704647
27,2.722280239367823,0.0,1.6688720240917054,3.722280239367823
28,3.808542257027968,0.0,1.761898320651418,4.808542257027968
29,0.8277132798669256,0.0,0.21294869303861824,1.8277132798669256
30,4.031088179307773,0.0,0.745627777495882,4.031088179307773
31,2.678813025161772,0.0,1.965967292694893,3.678813025161772
32,2.450729770227059,0.0,1.1231208825081411,3.450729770227059
33,-1.2668421535048326,0.0,0.6533834073675242,-0.26684215350483265
34,1.7229318977161192,0.0,0.7358018124645892,1.7229318977161192
35,0.30146620873366886,0.0,-0.4418759253255518,1.3014662087336688
36,0.4745441404845939,0.0,-0.21118709492514917,0.4745441404845939
37,2.4286170756134875,0.0,1.604083262975776,4.428617075613488
38,2.342292175778219,0.0,1.7102126789650989,2.342292175778219
39,0.42448585626512525,0.0,1.1245033289456983,0.42448585626512525
40,1.270828587716836,0.0,0.6733359705581591,1.270828587716836
41,1.9378271091949915,0.0,1.7987753626711163,1.9378271091949915
42,1.9518930606623859,0.0,0.0643609870734736,1.9518930606623859
43,1.6672089019950416,0.0,-0.10321814531609795,1.6672089019950416
